FIPS,County,Latitude,Longitude
48001,Anderson,+31.841266°,–95.661744°
48003,Andrews,+32.312258°,–102.640206°
48005,Angelina,+31.251951°,–94.611056°
48007,Aransas,+28.104225°,–96.977983°
48009,Archer,+33.616305°,–98.687267°
48011,Armstrong,+34.964179°,–101.356636°
48013,Atascosa,+28.894296°,–98.528187°
48015,Austin,+29.891901°,–96.270170°
48017,Bailey,+34.067521°,–102.830345°
48019,Bandera,+29.755748°,–99.260682°
48021,Bastrop,+30.103128°,–97.311859°
48023,Baylor,+33.618172°,–99.197228°
48025,Bee,+28.416077°,–97.742586°
48027,Bell,+31.042110°,–97.481921°
48029,Bexar,+29.448671°,–98.520147°
48031,Blanco,+30.265605°,–98.399977°
48033,Borden,+32.744062°,–101.433033°
48035,Bosque,+31.900764°,–97.637632°
48037,Bowie,+33.446051°,–94.422375°
48039,Brazoria,+29.167818°,–95.434647°
48041,Brazos,+30.656725°,–96.302389°
48043,Brewster,+29.808997°,–103.252458°
48045,Briscoe,+34.525173°,–101.205893°
48047,Brooks,+27.034994°,–98.215276°
48049,Brown,+31.764103°,–98.998470°
48051,Burleson,+30.493487°,–96.622091°
48053,Burnet,+30.789616°,–98.201195°
48055,Caldwell,+29.840422°,–97.631097°
48057,Calhoun,+28.445366°,–96.583300°
48059,Callahan,+32.293150°,–99.372249°
48061,Cameron,+26.102923°,–97.478958°
48063,Camp,+32.974581°,–94.979085°
48065,Carson,+35.405496°,–101.355356°
48067,Cass,+33.083698°,–94.357579°
48069,Castro,+34.533621°,–102.258786°
48071,Chambers,+29.703933°,–94.668875°
48073,Cherokee,+31.843859°,–95.156504°
48075,Childress,+34.529337°,–100.208336°
48077,Clay,+33.785904°,–98.212918°
48079,Cochran,+33.608440°,–102.830449°
48081,Coke,+31.877105°,–100.635236°
48083,Coleman,+31.914205°,–99.346622°
48085,Collin,+33.193885°,–96.578153°
48087,Collingsworth,+34.963358°,–100.272135°
48089,Colorado,+29.595908°,–96.508389°
48091,Comal,+29.803019°,–98.255201°
48093,Comanche,+31.951645°,–98.549617°
48095,Concho,+31.318865°,–99.863648°
48097,Cooke,+33.639169°,–97.210372°
48099,Coryell,+31.391177°,–97.798022°
48101,Cottle,+34.091906°,–100.276442°
48103,Crane,+31.422797°,–102.487774°
48105,Crockett,+30.717532°,–101.404211°
48107,Crosby,+33.609144°,–101.298710°
48109,Culberson,+31.445909°,–104.526945°
48111,Dallam,+36.286370°,–102.594020°
48113,Dallas,+32.766987°,–96.778424°
48115,Dawson,+32.741934°,–101.947322°
48117,Deaf Smith,+34.940766°,–102.607564°
48119,Delta,+33.385933°,–95.673350°
48121,Denton,+33.205005°,–97.119046°
48123,DeWitt,+29.082342°,–97.361656°
48125,Dickens,+33.614666°,–100.786095°
48127,Dimmit,+28.423587°,–99.765871°
48129,Donley,+34.955036°,–100.815846°
48131,Duval,+27.681123°,–98.497393°
48133,Eastland,+32.324645°,–98.836560°
48135,Ector,+31.865301°,–102.542507°
48137,Edwards,+29.985877°,–100.307373°
48139,Ellis,+32.347279°,–96.798336°
48141,El Paso,+31.766403°,–106.241391°
48143,Erath,+32.238136°,–98.222377°
48145,Falls,+31.251930°,–96.934128°
48147,Fannin,+33.591161°,–96.104988°
48149,Fayette,+29.877886°,–96.921231°
48151,Fisher,+32.740473°,–100.403120°
48153,Floyd,+34.073731°,–101.303274°
48155,Foard,+33.980404°,–99.777427°
48157,Fort Bend,+29.526602°,–95.771015°
48159,Franklin,+33.175846°,–95.219066°
48161,Freestone,+31.701654°,–96.144237°
48163,Frio,+28.869334°,–99.108788°
48165,Gaines,+32.743942°,–102.631562°
48167,Galveston,+29.228706°,–94.894865°
48169,Garza,+33.183792°,–101.301134°
48171,Gillespie,+30.326390°,–98.942106°
48173,Glasscock,+31.868591°,–101.528971°
48175,Goliad,+28.660700°,–97.430415°
48177,Gonzales,+29.468704°,–97.477738°
48179,Gray,+35.402542°,–100.812374°
48181,Grayson,+33.624508°,–96.675699°
48183,Gregg,+32.486397°,–94.816276°
48185,Grimes,+30.543231°,–95.988082°
48187,Guadalupe,+29.583208°,–97.949027°
48189,Hale,+34.068436°,–101.822888°
48191,Hall,+34.453189°,–100.576343°
48193,Hamilton,+31.706982°,–98.111794°
48195,Hansford,+36.272847°,–101.356930°
48197,Hardeman,+34.289904°,–99.745697°
48199,Hardin,+30.329612°,–94.393149°
48201,Harris,+29.857273°,–95.393037°
48203,Harrison,+32.547993°,–94.374425°
48205,Hartley,+35.840244°,–102.610047°
48207,Haskell,+33.175965°,–99.730773°
48209,Hays,+30.061225°,–98.029267°
48211,Hemphill,+35.816237°,–100.284807°
48213,Henderson,+32.211633°,–95.853418°
48215,Hidalgo,+26.396384°,–98.180990°
48217,Hill,+31.982240°,–97.129886°
48219,Hockley,+33.605932°,–102.343398°
48221,Hood,+32.430149°,–97.831677°
48223,Hopkins,+33.148959°,–95.565194°
48225,Houston,+31.323036°,–95.421600°
48227,Howard,+32.303583°,–101.438530°
48229,Hudspeth,+31.450868°,–105.377549°
48231,Hunt,+33.123438°,–96.083807°
48233,Hutchinson,+35.837047°,–101.362746°
48235,Irion,+31.303424°,–100.981304°
48237,Jack,+33.232277°,–98.171902°
48239,Jackson,+28.959802°,–96.589080°
48241,Jasper,+30.752932°,–94.022294°
48243,Jeff Davis,+30.617087°,–104.187860°
48245,Jefferson,+29.854000°,–94.149331°
48247,Jim Hogg,+27.041212°,–98.700127°
48249,Jim Wells,+27.733516°,–98.090814°
48251,Johnson,+32.379511°,–97.364823°
48253,Jones,+32.743709°,–99.874430°
48255,Karnes,+28.907618°,–97.860767°
48257,Kaufman,+32.598944°,–96.288378°
48259,Kendall,+29.944524°,–98.711094°
48261,Kenedy,+26.890232°,–97.591233°
48263,Kent,+33.184780°,–100.769720°
48265,Kerr,+30.053928°,–99.351968°
48267,Kimble,+30.479472°,–99.746396°
48269,King,+33.614159°,–100.250548°
48271,Kinney,+29.347087°,–100.417700°
48273,Kleberg,+27.438735°,–97.660620°
48275,Knox,+33.616657°,–99.747112°
48277,Lamar,+33.667263°,–95.570348°
48279,Lamb,+34.068862°,–102.348018°
48281,Lampasas,+31.196731°,–98.240889°
48283,La Salle,+28.351098°,–99.096774°
48285,Lavaca,+29.382578°,–96.923633°
48287,Lee,+30.321105°,–96.976365°
48289,Leon,+31.300493°,–95.995622°
48291,Liberty,+30.162189°,–94.822682°
48293,Limestone,+31.547543°,–96.593623°
48295,Lipscomb,+36.280200°,–100.272683°
48297,Live Oak,+28.351535°,–98.126961°
48299,Llano,+30.707585°,–98.684690°
48301,Loving,+31.844936°,–103.561229°
48303,Lubbock,+33.611469°,–101.819944°
48305,Lynn,+33.178412°,–101.818493°
48307,McCulloch,+31.205477°,–99.359856°
48309,McLennan,+31.549493°,–97.201472°
48311,McMullen,+28.384922°,–98.578853°
48313,Madison,+30.966878°,–95.930372°
48315,Marion,+32.797757°,–94.357673°
48317,Martin,+32.309830°,–101.961836°
48319,Mason,+30.703232°,–99.237608°
48321,Matagorda,+28.783341°,–95.997755°
48323,Maverick,+28.745217°,–100.311368°
48325,Medina,+29.353661°,–99.111085°
48327,Menard,+30.883707°,–99.854936°
48329,Midland,+31.870896°,–102.024326°
48331,Milam,+30.791242°,–96.984395°
48333,Mills,+31.494889°,–98.594623°
48335,Mitchell,+32.303781°,–100.924580°
48337,Montague,+33.676289°,–97.724747°
48339,Montgomery,+30.302364°,–95.503523°
48341,Moore,+35.835676°,–101.890502°
48343,Morris,+33.116466°,–94.731265°
48345,Motley,+34.058383°,–100.793696°
48347,Nacogdoches,+31.620560°,–94.620250°
48349,Navarro,+32.048450°,–96.476908°
48351,Newton,+30.786718°,–93.739250°
48353,Nolan,+32.312338°,–100.418108°
48355,Nueces,+27.739406°,–97.521643°
48357,Ochiltree,+36.278744°,–100.815864°
48359,Oldham,+35.401921°,–102.597620°
48361,Orange,+30.120918°,–93.893358°
48363,Palo Pinto,+32.752210°,–98.317974°
48365,Panola,+32.163978°,–94.305156°
48367,Parker,+32.777096°,–97.805905°
48369,Parmer,+34.532163°,–102.784853°
48371,Pecos,+30.770894°,–102.719860°
48373,Polk,+30.784553°,–94.837338°
48375,Potter,+35.398675°,–101.893804°
48377,Presidio,+30.005891°,–104.261619°
48379,Rains,+32.870580°,–95.795440°
48381,Randall,+34.962529°,–101.895547°
48383,Reagan,+31.372895°,–101.513901°
48385,Real,+29.823030°,–99.805303°
48387,Red River,+33.619626°,–95.048429°
48389,Reeves,+31.308366°,–103.712706°
48391,Refugio,+28.312496°,–97.160479°
48393,Roberts,+35.836216°,–100.807555°
48395,Robertson,+31.025481°,–96.514941°
48397,Rockwall,+32.889216°,–96.407501°
48399,Runnels,+31.833311°,–99.967856°
48401,Rusk,+32.109423°,–94.756382°
48403,Sabine,+31.343300°,–93.851913°
48405,San Augustine,+31.382449°,–94.163180°
48407,San Jacinto,+30.574218°,–95.162852°
48409,San Patricio,+28.011782°,–97.517165°
48411,San Saba,+31.155138°,–98.819292°
48413,Schleicher,+30.896233°,–100.527216°
48415,Scurry,+32.744462°,–100.913399°
48417,Shackelford,+32.743788°,–99.347045°
48419,Shelby,+31.790137°,–94.142565°
48421,Sherman,+36.277628°,–101.894716°
48423,Smith,+32.377093°,–95.269630°
48425,Somervell,+32.217942°,–97.769211°
48427,Starr,+26.546335°,–98.715803°
48429,Stephens,+32.731531°,–98.840081°
48431,Sterling,+31.835774°,–101.054911°
48433,Stonewall,+33.179580°,–100.253807°
48435,Sutton,+30.517865°,–100.505395°
48437,Swisher,+34.530460°,–101.732852°
48439,Tarrant,+32.772040°,–97.291291°
48441,Taylor,+32.295684°,–99.893220°
48443,Terrell,+30.232332°,–102.072539°
48445,Terry,+33.171229°,–102.339284°
48447,Throckmorton,+33.170712°,–99.206137°
48449,Titus,+33.214599°,–94.966783°
48451,Tom Green,+31.401583°,–100.461355°
48453,Travis,+30.239513°,–97.691270°
48455,Trinity,+31.087483°,–95.153291°
48457,Tyler,+30.769579°,–94.379449°
48459,Upshur,+32.735878°,–94.941649°
48461,Upton,+31.353849°,–102.042013°
48463,Uvalde,+29.350340°,–99.761074°
48465,Val Verde,+29.884961°,–101.146646°
48467,Van Zandt,+32.558948°,–95.836391°
48469,Victoria,+28.796370°,–96.971198°
48471,Walker,+30.743090°,–95.569888°
48473,Waller,+30.013578°,–95.982102°
48475,Ward,+31.513069°,–103.105113°
48477,Washington,+30.215075°,–96.410272°
48479,Webb,+27.770584°,–99.326641°
48481,Wharton,+29.278481°,–96.229675°
48483,Wheeler,+35.392593°,–100.253107°
48485,Wichita,+33.991103°,–98.716851°
48487,Wilbarger,+34.084920°,–99.242440°
48489,Willacy,+26.481092°,–97.584224°
48491,Williamson,+30.649030°,–97.605069°
48493,Wilson,+29.174303°,–98.085899°
48495,Winkler,+31.831416°,–103.055986°
48497,Wise,+33.219095°,–97.653997°
48499,Wood,+32.783588°,–95.382166°
48501,Yoakum,+33.172397°,–102.823771°
48503,Young,+33.158787°,–98.678267°
48505,Zapata,+26.996981°,–99.182603°
48507,Zavala,+28.864652°,–99.759830°
49001,Beaver,+38.357535°,–113.238948°
49003,Box Elder,+41.476021°,–113.052922°
49005,Cache,+41.734225°,–111.744581°
49007,Carbon,+39.670050°,–110.590357°
49009,Daggett,+40.890099°,–109.505786°
49011,Davis,+41.037045°,–112.202123°
49013,Duchesne,+40.289649°,–110.429830°
49015,Emery,+39.009028°,–110.721111°
49017,Garfield,+37.831622°,–111.450886°
49019,Grand,+38.974326°,–109.573450°
49021,Iron,+37.882727°,–113.290059°
49023,Juab,+39.710827°,–112.794262°
49025,Kane,+37.275118°,–111.815413°
49027,Millard,+39.094540°,–113.525014°
49029,Morgan,+41.091027°,–111.577885°
49031,Piute,+38.335881°,–112.129376°
49033,Rich,+41.627598°,–111.240227°
49035,Salt Lake,+40.667882°,–111.924244°
49037,San Juan,+37.623064°,–109.789320°
49039,Sanpete,+39.380588°,–111.570451°
49041,Sevier,+38.746825°,–111.811930°
49043,Summit,+40.872060°,–110.968486°
49045,Tooele,+40.467692°,–113.124015°
49047,Uintah,+40.125887°,–109.517748°
49049,Utah,+40.120409°,–111.668667°
49051,Wasatch,+40.334884°,–111.161568°
49053,Washington,+37.262531°,–113.487800°
49055,Wayne,+38.261229°,–110.990323°
49057,Weber,+41.270355°,–111.875879°
50001,Addison,+44.031248°,–73.141581°
50003,Bennington,+43.035325°,–73.111460°
50005,Caledonia,+44.468791°,–72.112168°
50007,Chittenden,+44.460676°,–73.070525°
50009,Essex,+44.724021°,–71.732736°
50011,Franklin,+44.858964°,–72.909402°
50013,Grand Isle,+44.801788°,–73.300758°
50015,Lamoille,+44.603504°,–72.638356°
50017,Orange,+44.003392°,–72.369687°
50019,Orleans,+44.828442°,–72.251630°
50021,Rutland,+43.580844°,–73.038196°
50023,Washington,+44.274953°,–72.609475°
50025,Windham,+42.999143°,–72.716335°
50027,Windsor,+43.588143°,–72.591515°
51001,Accomack,+37.765944°,–75.757807°
51003,Albemarle,+38.024184°,–78.553506°
51005,Alleghany,+37.787905°,–80.008669°
51007,Amelia,+37.336131°,–77.973218°
51009,Amherst,+37.630362°,–79.147848°
51011,Appomattox,+37.370725°,–78.810940°
51013,Arlington,+38.878337°,–77.100703°
51015,Augusta,+38.167807°,–79.146682°
51017,Bath,+38.068988°,–79.732898°
51019,Bedford,+37.312408°,–79.527947°
51021,Bland,+37.130612°,–81.125853°
51023,Botetourt,+37.553193°,–79.805318°
51025,Brunswick,+36.764531°,–77.860916°
51027,Buchanan,+37.268120°,–82.038151°
51029,Buckingham,+37.573928°,–78.529169°
51031,Campbell,+37.210151°,–79.095429°
51033,Caroline,+38.030319°,–77.352348°
51035,Carroll,+36.732426°,–80.728043°
51036,Charles City,+37.361048°,–77.054171°
51037,Charlotte,+37.014091°,–78.661424°
51041,Chesterfield,+37.378434°,–77.585847°
51043,Clarke,+39.115931°,–77.992004°
51045,Craig,+37.473129°,–80.231734°
51047,Culpeper,+38.485930°,–77.956476°
51049,Cumberland,+37.520189°,–78.252836°
51051,Dickenson,+37.137081°,–82.349208°
51053,Dinwiddie,+37.073498°,–77.635492°
51057,Essex,+37.939480°,–76.941871°
51059,Fairfax,+38.833743°,–77.276117°
51061,Fauquier,+38.744103°,–77.821585°
51063,Floyd,+36.931438°,–80.350309°
51065,Fluvanna,+37.830606°,–78.284445°
51067,Franklin,+36.992350°,–79.883959°
51069,Frederick,+39.203637°,–78.263916°
51071,Giles,+37.311930°,–80.717178°
51073,Gloucester,+37.403541°,–76.523505°
51075,Goochland,+37.724166°,–77.914273°
51077,Grayson,+36.656303°,–81.225337°
51079,Greene,+38.297981°,–78.470163°
51081,Greensville,+36.680225°,–77.560261°
51083,Halifax,+36.766461°,–78.939614°
51085,Hanover,+37.760166°,–77.490992°
51087,Henrico,+37.437521°,–77.300333°
51089,Henry,+36.620593°,–79.980584°
51091,Highland,+38.356672°,–79.567958°
51093,Isle of Wight,+36.901418°,–76.707569°
51095,James City,+37.324427°,–76.778319°
51097,King and Queen,+37.720995°,–76.891090°
51099,King George,+38.277179°,–77.162702°
51101,King William,+37.708260°,–77.091054°
51103,Lancaster,+37.703831°,–76.413199°
51105,Lee,+36.702162°,–83.130334°
51107,Loudoun,+39.081130°,–77.638857°
51109,Louisa,+37.971681°,–77.959178°
51111,Lunenburg,+36.945757°,–78.242313°
51113,Madison,+38.412059°,–78.276961°
51115,Mathews,+37.425348°,–76.268808°
51117,Mecklenburg,+36.687256°,–78.368959°
51119,Middlesex,+37.606828°,–76.527958°
51121,Montgomery,+37.174885°,–80.387314°
51125,Nelson,+37.790016°,–78.879394°
51127,New Kent,+37.498974°,–76.993339°
51131,Northampton,+37.302629°,–75.923868°
51133,Northumberland,+37.856974°,–76.379687°
51135,Nottoway,+37.143696°,–78.052162°
51137,Orange,+38.250439°,–78.009980°
51139,Page,+38.623751°,–78.490471°
51141,Patrick,+36.667327°,–80.286141°
51143,Pittsylvania,+36.821721°,–79.398502°
51145,Powhatan,+37.549404°,–77.912855°
51147,Prince Edward,+37.224881°,–78.432957°
51149,Prince George,+37.187326°,–77.220993°
51153,Prince William,+38.702332°,–77.478887°
51155,Pulaski,+37.063385°,–80.713444°
51157,Rappahannock,+38.684522°,–78.168824°
51159,Richmond,+37.942894°,–76.730561°
51161,Roanoke,+37.331077°,–80.190110°
51163,Rockbridge,+37.814517°,–79.447754°
51165,Rockingham,+38.511257°,–78.876307°
51167,Russell,+36.933420°,–82.095934°
51169,Scott,+36.712778°,–82.613627°
51171,Shenandoah,+38.856204°,–78.573987°
51173,Smyth,+36.842318°,–81.539786°
51175,Southampton,+36.720173°,–77.103856°
51177,Spotsylvania,+38.182311°,–77.656280°
51179,Stafford,+38.418933°,–77.459043°
51181,Surry,+37.119761°,–76.880172°
51183,Sussex,+36.926645°,–77.259732°
51185,Tazewell,+37.125395°,–81.562924°
51187,Warren,+38.908187°,–78.207131°
51191,Washington,+36.747813°,–81.950291°
51193,Westmoreland,+38.109191°,–76.804170°
51195,Wise,+36.974561°,–82.621560°
51197,Wythe,+36.901471°,–81.084209°
51199,York,+37.220914°,–76.395533°
51510,Alexandria [9],+38.818343°,–77.082026°
51515,Bedford [9],+37.338156°,–79.520705°
51520,Bristol [9],+36.616954°,–82.157564°
51530,Buena Vista [9],+37.731663°,–79.356375°
51540,Charlottesville [9],+38.037658°,–78.485381°
51550,Chesapeake [9],+36.679376°,–76.301788°
51570,Colonial Heights [9],+37.261685°,–77.396804°
51580,Covington [9],+37.778143°,–79.986039°
51590,Danville [9],+36.583334°,–79.408071°
51595,Emporia [9],+36.696182°,–77.535975°
51600,Fairfax [9],+38.853183°,–77.299025°
51610,Falls Church [9],+38.883787°,–77.174639°
51620,Franklin [9],+36.684014°,–76.941396°
51630,Fredericksburg [9],+38.299272°,–77.486658°
51640,Galax [9],+36.665640°,–80.914308°
51650,Hampton [9],+37.048030°,–76.297149°
51660,Harrisonburg [9],+38.436013°,–78.874197°
51670,Hopewell [9],+37.291010°,–77.298944°
51678,Lexington [9],+37.782332°,–79.444320°
51680,Lynchburg [9],+37.399016°,–79.195458°
51683,Manassas [9],+38.747561°,–77.484727°
51685,Manassas Park [9],+38.768991°,–77.448681°
51690,Martinsville [9],+36.683527°,–79.863648°
51700,Newport News [9],+37.075978°,–76.521719°
51710,Norfolk [9],+36.923015°,–76.244641°
51720,Norton [9],+36.931549°,–82.625996°
51730,Petersburg [9],+37.204730°,–77.392368°
51735,Poquoson [9],+37.128360°,–76.303534°
51740,Portsmouth [9],+36.859430°,–76.356269°
51750,Radford [9],+37.120036°,–80.557048°
51760,Richmond [9],+37.531399°,–77.476009°
51770,Roanoke [9],+37.277830°,–79.958472°
51775,Salem [9],+37.285333°,–80.055241°
51790,Staunton [9],+38.158056°,–79.061501°
51800,Suffolk [9],+36.697157°,–76.634781°
51810,Virginia Beach [9],+36.779322°,–76.024020°
51820,Waynesboro [9],+38.067157°,–78.901420°
51830,Williamsburg [9],+37.269293°,–76.706717°
51840,Winchester [9],+39.173869°,–78.176356°
53001,Adams,+47.004840°,–118.533308°
53003,Asotin,+46.181861°,–117.227781°
53005,Benton,+46.228072°,–119.516864°
53007,Chelan,+47.859892°,–120.618543°
53009,Clallam,+48.113009°,–123.930611°
53011,Clark,+45.771674°,–122.485903°
53013,Columbia,+46.292851°,–117.911635°
53015,Cowlitz,+46.185923°,–122.658682°
53017,Douglas,+47.735866°,–119.695880°
53019,Ferry,+48.437246°,–118.517074°
53021,Franklin,+46.534580°,–118.906944°
53023,Garfield,+46.429474°,–117.536715°
53025,Grant,+47.213633°,–119.467788°
53027,Grays Harbor,+47.142786°,–123.827043°
53029,Island,+48.158436°,–122.670503°
53031,Jefferson,+47.802641°,–123.521810°
53033,King,+47.493554°,–121.832375°
53035,Kitsap,+47.639687°,–122.649636°
53037,Kittitas,+47.124444°,–120.676714°
53039,Klickitat,+45.869509°,–120.780117°
53041,Lewis,+46.580071°,–122.377444°
53043,Lincoln,+47.582718°,–118.417668°
53045,Mason,+47.354126°,–123.173850°
53047,Okanogan,+48.550971°,–119.691035°
53049,Pacific,+46.556587°,–123.782419°
53051,Pend Oreille,+48.543877°,–117.232183°
53053,Pierce,+47.040716°,–122.144709°
53055,San Juan,+48.508862°,–123.100616°
53057,Skagit,+48.493066°,–121.816278°
53059,Skamania,+46.024782°,–121.953227°
53061,Snohomish,+48.054913°,–121.766412°
53063,Spokane,+47.620379°,–117.404392°
53065,Stevens,+48.390648°,–117.854897°
53067,Thurston,+46.932598°,–122.829441°
53069,Wahkiakum,+46.294638°,–123.424458°
53071,Walla Walla,+46.254606°,–118.480374°
53073,Whatcom,+48.842653°,–121.836433°
53075,Whitman,+46.903322°,–117.522962°
53077,Yakima,+46.456558°,–120.740145°
54001,Barbour,+39.139754°,–79.996914°
54003,Berkeley,+39.457854°,–78.032338°
54005,Boone,+38.022838°,–81.713314°
54007,Braxton,+38.699302°,–80.731649°
54009,Brooke,+40.272645°,–80.578691°
54011,Cabell,+38.419580°,–82.243392°
54013,Calhoun,+38.844159°,–81.115478°
54015,Clay,+38.459826°,–81.081866°
54017,Doddridge,+39.263482°,–80.701147°
54019,Fayette,+38.030933°,–81.086051°
54021,Gilmer,+38.915865°,–80.849409°
54023,Grant,+39.105988°,–79.195064°
54025,Greenbrier,+37.924418°,–80.450590°
54027,Hampshire,+39.312140°,–78.611989°
54029,Hancock,+40.516931°,–80.570057°
54031,Hardy,+39.010818°,–78.843641°
54033,Harrison,+39.279199°,–80.386487°
54035,Jackson,+38.834234°,–81.677717°
54037,Jefferson,+39.307399°,–77.863220°
54039,Kanawha,+38.328061°,–81.523522°
54041,Lewis,+38.988844°,–80.495518°
54043,Lincoln,+38.171651°,–82.077547°
54045,Logan,+37.830591°,–81.940853°
54047,McDowell,+37.382663°,–81.658205°
54049,Marion,+39.505839°,–80.243402°
54051,Marshall,+39.854717°,–80.671378°
54053,Mason,+38.759288°,–82.024172°
54055,Mercer,+37.403448°,–81.106456°
54057,Mineral,+39.405626°,–78.956581°
54059,Mingo,+37.721151°,–82.158993°
54061,Monongalia,+39.633645°,–80.059074°
54063,Monroe,+37.550353°,–80.547891°
54065,Morgan,+39.554835°,–78.257314°
54067,Nicholas,+38.291416°,–80.797516°
54069,Ohio,+40.098932°,–80.620728°
54071,Pendleton,+38.686836°,–79.333707°
54073,Pleasants,+39.368133°,–81.161172°
54075,Pocahontas,+38.332513°,–80.012092°
54077,Preston,+39.469030°,–79.668865°
54079,Putnam,+38.510513°,–81.906109°
54081,Raleigh,+37.762470°,–81.264671°
54083,Randolph,+38.781087°,–79.867783°
54085,Ritchie,+39.177112°,–81.066317°
54087,Roane,+38.743033°,–81.354502°
54089,Summers,+37.656003°,–80.856315°
54091,Taylor,+39.329072°,–80.045629°
54093,Tucker,+39.111175°,–79.559968°
54095,Tyler,+39.465981°,–80.879493°
54097,Upshur,+38.902537°,–80.231335°
54099,Wayne,+38.145531°,–82.419698°
54101,Webster,+38.492985°,–80.430262°
54103,Wetzel,+39.596574°,–80.634394°
54105,Wirt,+39.020034°,–81.382975°
54107,Wood,+39.211679°,–81.515928°
54109,Wyoming,+37.603717°,–81.548884°
55001,Adams,+43.973763°,–89.767223°
55003,Ashland,+46.546291°,–90.665154°
55005,Barron,+45.437192°,–91.852892°
55007,Bayfield,+46.634199°,–91.177282°
55009,Brown,+44.473961°,–87.995926°
55011,Buffalo,+44.389759°,–91.758714°
55013,Burnett,+45.865255°,–92.367978°
55015,Calumet,+44.078410°,–88.212132°
55017,Chippewa,+45.069092°,–91.283505°
55019,Clark,+44.733596°,–90.610201°
55021,Columbia,+43.471882°,–89.330472°
55023,Crawford,+43.249910°,–90.951230°
55025,Dane,+43.067468°,–89.417852°
55027,Dodge,+43.422706°,–88.704379°
55029,Door,+45.067808°,–87.087936°
55031,Douglas,+46.463316°,–91.892580°
55033,Dunn,+44.947741°,–91.897720°
55035,Eau Claire,+44.726355°,–91.286414°
55037,Florence,+45.849646°,–88.400322°
55039,Fond du Lac,+43.754722°,–88.493284°
55041,Forest,+45.666882°,–88.773225°
55043,Grant,+42.870062°,–90.695368°
55045,Green,+42.677728°,–89.605639°
55047,Green Lake,+43.761410°,–88.987228°
55049,Iowa,+43.001021°,–90.133692°
55051,Iron,+46.326550°,–90.261299°
55053,Jackson,+44.324895°,–90.806541°
55055,Jefferson,+43.013807°,–88.773986°
55057,Juneau,+43.932836°,–90.113984°
55059,Kenosha,+42.579703°,–87.424898°
55061,Kewaunee,+44.500949°,–87.161813°
55063,La Crosse,+43.908222°,–91.111758°
55065,Lafayette,+42.655578°,–90.130292°
55067,Langlade,+45.259204°,–89.068190°
55069,Lincoln,+45.338319°,–89.742082°
55071,Manitowoc,+44.105108°,–87.313828°
55073,Marathon,+44.898036°,–89.757823°
55075,Marinette,+45.346899°,–87.991198°
55077,Marquette,+43.826053°,–89.409095°
55078,Menominee,+44.991304°,–88.669251°
55079,Milwaukee,+43.017655°,–87.481575°
55081,Monroe,+43.945175°,–90.619969°
55083,Oconto,+44.996575°,–88.206516°
55085,Oneida,+45.713791°,–89.536693°
55087,Outagamie,+44.418226°,–88.464988°
55089,Ozaukee,+43.360715°,–87.496553°
55091,Pepin,+44.627436°,–91.834890°
55093,Pierce,+44.725337°,–92.426279°
55095,Polk,+45.468030°,–92.453154°
55097,Portage,+44.476246°,–89.498070°
55099,Price,+45.679072°,–90.359650°
55101,Racine,+42.754075°,–87.414676°
55103,Richland,+43.376199°,–90.435693°
55105,Rock,+42.669931°,–89.075119°
55107,Rusk,+45.472734°,–91.136745°
55109,St. Croix,+45.028959°,–92.447284°
55111,Sauk,+43.427998°,–89.943329°
55113,Sawyer,+45.864913°,–91.147130°
55115,Shawano,+44.789641°,–88.755813°
55117,Sheboygan,+43.746002°,–87.730546°
55119,Taylor,+45.211656°,–90.504853°
55121,Trempealeau,+44.303050°,–91.358867°
55123,Vernon,+43.599858°,–90.815226°
55125,Vilas,+46.049848°,–89.501254°
55127,Walworth,+42.668110°,–88.541731°
55129,Washburn,+45.892463°,–91.796423°
55131,Washington,+43.391156°,–88.232917°
55133,Waukesha,+43.019308°,–88.306707°
55135,Waupaca,+44.478004°,–88.967006°
55137,Waushara,+44.112825°,–89.239752°
55139,Winnebago,+44.085707°,–88.668149°
55141,Wood,+44.461413°,–90.038825°
56001,Albany,+41.665514°,–105.721883°
56003,Big Horn,+44.525654°,–107.993321°
56005,Campbell,+44.241321°,–105.552029°
56007,Carbon,+41.703590°,–106.933153°
56009,Converse,+42.972839°,–105.507367°
56011,Crook,+44.589266°,–104.567298°
56013,Fremont,+43.055303°,–108.605531°
56015,Goshen,+42.089580°,–104.353482°
56017,Hot Springs,+43.720871°,–108.435652°
56019,Johnson,+44.044048°,–106.588541°
56021,Laramie,+41.292830°,–104.660395°
56023,Lincoln,+42.228788°,–110.679842°
56025,Natrona,+42.973641°,–106.764877°
56027,Niobrara,+43.062159°,–104.468373°
56029,Park,+44.492387°,–109.593598°
56031,Platte,+42.130319°,–104.960809°
56033,Sheridan,+44.781369°,–106.881211°
56035,Sublette,+42.767928°,–109.916170°
56037,Sweetwater,+41.660339°,–108.875676°
56039,Teton,+44.049321°,–110.588102°
56041,Uinta,+41.284726°,–110.558947°
56043,Washakie,+43.878831°,–107.669052°
56045,Weston,+43.846213°,–104.570020°
